Sale_ID,Date,Event_Type,Event_Name,Promotional_Type,Promotional_Budget,Sales_Revenue,ROI,City
SALE_02045,4/26/2024,International Event,National Health Day,Educational Campaigns,695589,2754045.00,2.96,Sukkur
SALE_02046,5/3/2024,International Event,National Health Day,Social Media Campaigns,758734,1168105.85,0.54,Multan
SALE_02047,5/10/2024,International Event,National Health Day,Discount offers,187318,291878.74,0.56,Hyderabad
SALE_02048,5/17/2024,International Event,National Health Day,Partnership with Nutritionists,182157,308105.48,0.69,Larkana
SALE_02049,5/24/2024,Islamic Event,Independence Day,Discount offers,332570,845582.78,1.54,Nawabshah
SALE_02050,5/31/2024,Islamic Event,Independence Day,TV and Radio Campaigns,361479,628707.40,0.74,Bahawalpur
SALE_02051,6/7/2024,Islamic Event,Independence Day,Retail Partnerships,736437,1291936.68,0.75,Rahim Yar Khan
SALE_02052,6/14/2024,Islamic Event,Eid Ul Adha,Discount offers,226104,477566.90,1.11,Karachi
SALE_02053,6/21/2024,Islamic Event,Eid Ul Adha,Social Media Campaigns,573281,1228466.64,1.14,Lahore
SALE_02054,6/28/2024,Islamic Event,Eid Ul Adha,Charity Promotions,523359,797588.96,0.52,Islamabad
SALE_02055,7/5/2024,Islamic Event,Eid Ul Adha,Celebrity Endorsements,533293,1349983.90,1.53,Faisalabad
SALE_02056,7/12/2024,Islamic Event,Kashmir Day,Discount offers,520259,1952217.62,2.75,Peshawar
SALE_02057,7/19/2024,Islamic Event,Kashmir Day,TV and Radio Campaigns,640914,1157880.98,0.81,Sukkur
SALE_02058,7/26/2024,Islamic Event,Kashmir Day,Retail Partnerships,656209,1134909.15,0.73,Multan
SALE_02059,8/2/2024,National Event,Ramadan,Advertisements,602398,1793969.18,1.98,Hyderabad
SALE_02060,8/9/2024,National Event,Ramadan,Discount offers,309183,487701.39,0.58,Larkana
SALE_02061,8/16/2024,National Event,Ramadan,Charity Promotions,194832,443956.90,1.28,Nawabshah
SALE_02062,8/23/2024,National Event,Ramadan,Collaborations with National Events,402012,828242.46,1.06,Bahawalpur
SALE_02063,8/30/2024,National Event,Ramadan,Social Media Campaigns,632501,1344156.49,1.13,Rahim Yar Khan
SALE_02064,9/6/2024,Islamic Event,Muharram,Charity Promotions,327954,677634.47,1.07,Karachi
SALE_02065,9/13/2024,Islamic Event,Muharram,Social Media Campaigns,906950,3006679.99,2.32,Lahore
SALE_02066,9/20/2024,Islamic Event,Muharram,Branding with Religious themes,127744,212994.38,0.67,Islamabad
SALE_02067,9/27/2024,National Event,Eid Ul Fitr,Social Media Campaigns,675959,2359172.82,2.49,Faisalabad
SALE_02068,10/4/2024,National Event,Eid Ul Fitr,Promotions For Kashmir Relief,207306,701229.42,2.38,Peshawar
SALE_02069,10/11/2024,National Event,Eid Ul Fitr,Special Packaging,604623,1659012.91,1.74,Sukkur
SALE_02070,10/18/2024,National Event,Eid Ul Fitr,Collaborations with NGOs,938702,2204644.01,1.35,Multan
SALE_02071,10/25/2024,International Event,Labour Day,Discount offers,216997,812684.39,2.75,Hyderabad
SALE_02072,11/1/2024,International Event,Labour Day,Social Media Campaigns,943406,1698320.86,0.80,Larkana
SALE_02073,11/8/2024,International Event,Labour Day,Sponsorship of Local Events,992487,1823905.38,0.84,Nawabshah
SALE_02074,11/15/2024,National Event,National Food Day,Recipe Contests,619383,1813860.76,1.93,Bahawalpur
SALE_02075,11/22/2024,National Event,National Food Day,Discount offers,438099,832118.39,0.90,Rahim Yar Khan
SALE_02076,11/29/2024,National Event,National Food Day,Celebrity Endorsements,113068,347376.52,2.07,Karachi
SALE_02077,12/6/2024,Cultural Event,Wedding Season,Wedding Packages,335206,1176479.92,2.51,Lahore
SALE_02078,12/13/2024,Cultural Event,Wedding Season,In-Store Displays,300047,1087407.05,2.62,Islamabad
SALE_02079,12/20/2024,Cultural Event,Wedding Season,Celebrity Endorsements,844077,2211706.11,1.62,Faisalabad
SALE_02080,1/1/2021,Cultural Event,Wedding Season,Social Media Campaigns,759598,2450254.99,2.23,Peshawar
SALE_02081,1/8/2021,International Event,National Health Day,Educational Campaigns,686473,2690964.27,2.92,Sukkur
SALE_02082,1/15/2021,International Event,National Health Day,Social Media Campaigns,882928,2267909.36,1.57,Multan
SALE_02083,1/22/2021,International Event,National Health Day,Discount offers,411272,942813.22,1.29,Hyderabad
SALE_02084,1/29/2021,International Event,National Health Day,Partnership with Nutritionists,932940,1642358.29,0.76,Larkana
SALE_02085,2/5/2021,Islamic Event,Independence Day,Discount offers,926154,1686032.30,0.82,Nawabshah
SALE_02086,2/12/2021,Islamic Event,Independence Day,TV and Radio Campaigns,723533,2496870.53,2.45,Bahawalpur
SALE_02087,2/19/2021,Islamic Event,Independence Day,Retail Partnerships,636100,1009167.30,0.59,Rahim Yar Khan
SALE_02088,2/26/2021,Islamic Event,Eid Ul Adha,Discount offers,942926,3633517.73,2.85,Karachi
SALE_02089,3/5/2021,Islamic Event,Eid Ul Adha,Social Media Campaigns,442286,1393431.18,2.15,Lahore
SALE_02090,3/12/2021,Islamic Event,Eid Ul Adha,Charity Promotions,428271,731807.04,0.71,Islamabad
SALE_02091,3/19/2021,Islamic Event,Eid Ul Adha,Celebrity Endorsements,604224,906831.38,0.50,Faisalabad
SALE_02092,3/26/2021,Islamic Event,Kashmir Day,Discount offers,651296,998971.48,0.53,Peshawar
SALE_02093,4/2/2021,Islamic Event,Kashmir Day,TV and Radio Campaigns,449725,1065496.51,1.37,Sukkur
SALE_02094,4/9/2021,Islamic Event,Kashmir Day,Retail Partnerships,693253,2431732.26,2.51,Multan
SALE_02095,4/16/2021,National Event,Ramadan,Advertisements,696956,1391367.64,1.00,Hyderabad
SALE_02096,4/23/2021,National Event,Ramadan,Discount offers,490712,1391721.41,1.84,Larkana
SALE_02097,4/30/2021,National Event,Ramadan,Charity Promotions,889098,2735807.25,2.08,Nawabshah
SALE_02098,5/7/2021,National Event,Ramadan,Collaborations with National Events,953189,2677656.44,1.81,Bahawalpur
SALE_02099,5/14/2021,National Event,Ramadan,Social Media Campaigns,421384,870013.60,1.06,Rahim Yar Khan
SALE_02100,5/21/2021,Islamic Event,Muharram,Charity Promotions,623052,1945265.39,2.12,Karachi
SALE_02101,5/28/2021,Islamic Event,Muharram,Social Media Campaigns,832054,1970431.30,1.37,Lahore
SALE_02102,6/4/2021,Islamic Event,Muharram,Branding with Religious themes,219843,791411.39,2.60,Islamabad
SALE_02103,6/11/2021,National Event,Eid Ul Fitr,Social Media Campaigns,189930,483021.12,1.54,Faisalabad
SALE_02104,6/18/2021,National Event,Eid Ul Fitr,Promotions For Kashmir Relief,545140,1485429.56,1.72,Peshawar
SALE_02105,6/25/2021,National Event,Eid Ul Fitr,Special Packaging,737205,2083950.49,1.83,Sukkur
SALE_02106,7/2/2021,National Event,Eid Ul Fitr,Collaborations with NGOs,452689,867707.67,0.92,Multan
SALE_02107,7/9/2021,International Event,Labour Day,Discount offers,208581,776096.86,2.72,Hyderabad
SALE_02108,7/16/2021,International Event,Labour Day,Social Media Campaigns,305610,741978.51,1.43,Larkana
SALE_02109,7/23/2021,International Event,Labour Day,Sponsorship of Local Events,773180,1660086.71,1.15,Nawabshah
SALE_02110,7/30/2021,National Event,National Food Day,Recipe Contests,267055,897038.15,2.36,Bahawalpur
SALE_02111,8/6/2021,National Event,National Food Day,Discount offers,891920,2230648.99,1.50,Rahim Yar Khan
SALE_02112,8/13/2021,National Event,National Food Day,Celebrity Endorsements,529524,932471.91,0.76,Karachi
SALE_02113,8/20/2021,Cultural Event,Wedding Season,Wedding Packages,263291,1032652.27,2.92,Lahore
SALE_02114,8/27/2021,Cultural Event,Wedding Season,In-Store Displays,139940,478112.89,2.42,Islamabad
SALE_02115,9/3/2021,Cultural Event,Wedding Season,Celebrity Endorsements,772426,2795477.05,2.62,Faisalabad
SALE_02116,9/10/2021,Cultural Event,Wedding Season,Social Media Campaigns,271212,984507.18,2.63,Peshawar
SALE_02117,9/17/2021,International Event,National Health Day,Educational Campaigns,365430,1030856.22,1.82,Sukkur
SALE_02118,9/24/2021,International Event,National Health Day,Social Media Campaigns,248246,687956.41,1.77,Multan
SALE_02119,10/1/2021,International Event,National Health Day,Discount offers,601552,1600104.37,1.66,Hyderabad
SALE_02120,10/8/2021,International Event,National Health Day,Partnership with Nutritionists,365234,1124556.90,2.08,Larkana
SALE_02121,10/15/2021,Islamic Event,Independence Day,Discount offers,924443,2357619.09,1.55,Nawabshah
SALE_02122,10/22/2021,Islamic Event,Independence Day,TV and Radio Campaigns,774167,1279673.38,0.65,Bahawalpur
SALE_02123,10/29/2021,Islamic Event,Independence Day,Retail Partnerships,308825,591783.06,0.92,Rahim Yar Khan
SALE_02124,11/5/2021,Islamic Event,Eid Ul Adha,Discount offers,325249,774591.69,1.38,Karachi
SALE_02125,11/12/2021,Islamic Event,Eid Ul Adha,Social Media Campaigns,408735,1106929.99,1.71,Lahore
SALE_02126,11/19/2021,Islamic Event,Eid Ul Adha,Charity Promotions,756832,1241741.58,0.64,Islamabad
SALE_02127,11/26/2021,Islamic Event,Eid Ul Adha,Celebrity Endorsements,971038,3775689.33,2.89,Faisalabad
SALE_02128,12/3/2021,Islamic Event,Kashmir Day,Discount offers,782268,1643848.79,1.10,Peshawar
SALE_02129,12/10/2021,Islamic Event,Kashmir Day,TV and Radio Campaigns,481607,977570.77,1.03,Sukkur
SALE_02130,12/17/2021,Islamic Event,Kashmir Day,Retail Partnerships,994042,3515246.83,2.54,Multan
SALE_02131,12/24/2021,National Event,Ramadan,Advertisements,657474,1737647.03,1.64,Hyderabad
SALE_02132,12/31/2021,National Event,Ramadan,Discount offers,124553,474997.23,2.81,Larkana
SALE_02133,1/7/2022,National Event,Ramadan,Charity Promotions,465056,898426.28,0.93,Nawabshah
SALE_02134,1/14/2022,National Event,Ramadan,Collaborations with National Events,571407,955871.70,0.67,Bahawalpur
SALE_02135,1/21/2022,National Event,Ramadan,Social Media Campaigns,943231,3354876.37,2.56,Rahim Yar Khan
SALE_02136,1/28/2022,Islamic Event,Muharram,Charity Promotions,318321,1101275.64,2.46,Karachi
SALE_02137,2/4/2022,Islamic Event,Muharram,Social Media Campaigns,174421,348824.07,1.00,Lahore
SALE_02138,2/11/2022,Islamic Event,Muharram,Branding with Religious themes,104082,288593.81,1.77,Islamabad
SALE_02139,2/18/2022,National Event,Eid Ul Fitr,Social Media Campaigns,134624,296099.14,1.20,Faisalabad
SALE_02140,2/25/2022,National Event,Eid Ul Fitr,Promotions For Kashmir Relief,767948,2136060.47,1.78,Peshawar
SALE_02141,3/4/2022,National Event,Eid Ul Fitr,Special Packaging,576404,2076771.40,2.60,Sukkur
SALE_02142,3/11/2022,National Event,Eid Ul Fitr,Collaborations with NGOs,712961,1502665.83,1.11,Multan
SALE_02143,3/18/2022,International Event,Labour Day,Discount offers,573639,1112155.55,0.94,Hyderabad
SALE_02144,3/25/2022,International Event,Labour Day,Social Media Campaigns,538834,1196305.59,1.22,Larkana
SALE_02145,4/1/2022,International Event,Labour Day,Sponsorship of Local Events,236152,412843.63,0.75,Nawabshah
SALE_02146,4/8/2022,National Event,National Food Day,Recipe Contests,818751,2065059.10,1.52,Bahawalpur
SALE_02147,4/15/2022,National Event,National Food Day,Discount offers,290786,489652.12,0.68,Rahim Yar Khan
SALE_02148,4/22/2022,National Event,National Food Day,Celebrity Endorsements,614857,1998574.15,2.25,Karachi
SALE_02149,4/29/2022,Cultural Event,Wedding Season,Wedding Packages,739185,2919715.96,2.95,Lahore
SALE_02150,5/6/2022,Cultural Event,Wedding Season,In-Store Displays,796453,1288636.06,0.62,Islamabad
SALE_02151,5/13/2022,Cultural Event,Wedding Season,Celebrity Endorsements,244120,484900.78,0.99,Faisalabad
SALE_02152,5/20/2022,Cultural Event,Wedding Season,Social Media Campaigns,953945,3812056.75,3.00,Peshawar
SALE_02153,5/27/2022,International Event,National Health Day,Educational Campaigns,732774,2094662.69,1.86,Sukkur
SALE_02154,6/3/2022,International Event,National Health Day,Social Media Campaigns,934259,1469909.25,0.57,Multan
SALE_02155,6/10/2022,International Event,National Health Day,Discount offers,354905,1067154.11,2.01,Hyderabad
SALE_02156,6/17/2022,International Event,National Health Day,Partnership with Nutritionists,565064,1844513.27,2.26,Larkana
SALE_02157,6/24/2022,Islamic Event,Independence Day,Discount offers,585801,1261870.10,1.15,Nawabshah
SALE_02158,7/1/2022,Islamic Event,Independence Day,TV and Radio Campaigns,570020,943390.03,0.66,Bahawalpur
SALE_02159,7/8/2022,Islamic Event,Independence Day,Retail Partnerships,649211,2568306.44,2.96,Rahim Yar Khan
SALE_02160,7/15/2022,Islamic Event,Eid Ul Adha,Discount offers,457674,1274214.99,1.78,Karachi
SALE_02161,7/22/2022,Islamic Event,Eid Ul Adha,Social Media Campaigns,192246,495649.45,1.58,Lahore
SALE_02162,7/29/2022,Islamic Event,Eid Ul Adha,Charity Promotions,186844,641765.12,2.43,Islamabad
SALE_02163,8/5/2022,Islamic Event,Eid Ul Adha,Celebrity Endorsements,311092,1224733.17,2.94,Faisalabad
SALE_02164,8/12/2022,Islamic Event,Kashmir Day,Discount offers,585721,1323174.27,1.26,Peshawar
SALE_02165,8/19/2022,Islamic Event,Kashmir Day,TV and Radio Campaigns,260346,577175.54,1.22,Sukkur
SALE_02166,8/26/2022,Islamic Event,Kashmir Day,Retail Partnerships,655340,2431829.38,2.71,Multan
SALE_02167,9/2/2022,National Event,Ramadan,Advertisements,494487,1952686.60,2.95,Hyderabad
SALE_02168,9/9/2022,National Event,Ramadan,Discount offers,275287,885737.41,2.22,Larkana
SALE_02169,9/16/2022,National Event,Ramadan,Charity Promotions,702796,2355002.54,2.35,Nawabshah
SALE_02170,9/23/2022,National Event,Ramadan,Collaborations with National Events,270824,1006528.82,2.72,Bahawalpur
SALE_02171,9/30/2022,National Event,Ramadan,Social Media Campaigns,134704,403731.40,2.00,Rahim Yar Khan
SALE_02172,10/7/2022,Islamic Event,Muharram,Charity Promotions,305330,1067950.22,2.50,Karachi
SALE_02173,10/14/2022,Islamic Event,Muharram,Social Media Campaigns,984082,3873034.24,2.94,Lahore
SALE_02174,10/21/2022,Islamic Event,Muharram,Branding with Religious themes,203740,566058.42,1.78,Islamabad
SALE_02175,10/28/2022,National Event,Eid Ul Fitr,Social Media Campaigns,161374,394699.71,1.45,Faisalabad
SALE_02176,11/4/2022,National Event,Eid Ul Fitr,Promotions For Kashmir Relief,673505,1824098.27,1.71,Peshawar
SALE_02177,11/11/2022,National Event,Eid Ul Fitr,Special Packaging,785828,1343098.41,0.71,Sukkur
SALE_02178,11/18/2022,National Event,Eid Ul Fitr,Collaborations with NGOs,883363,1575041.89,0.78,Multan
SALE_02179,11/25/2022,International Event,Labour Day,Discount offers,739945,2926653.79,2.96,Hyderabad
SALE_02180,12/2/2022,International Event,Labour Day,Social Media Campaigns,386115,1296045.66,2.36,Larkana
SALE_02181,12/9/2022,International Event,Labour Day,Sponsorship of Local Events,205734,417689.16,1.03,Nawabshah
SALE_02182,12/16/2022,National Event,National Food Day,Recipe Contests,346992,1143163.01,2.29,Bahawalpur
SALE_02183,12/23/2022,National Event,National Food Day,Discount offers,223341,809433.66,2.62,Rahim Yar Khan
SALE_02184,12/30/2022,National Event,National Food Day,Celebrity Endorsements,753009,2248633.65,1.99,Karachi
SALE_02185,1/6/2023,Cultural Event,Wedding Season,Wedding Packages,649694,2490063.70,2.83,Lahore
SALE_02186,1/13/2023,Cultural Event,Wedding Season,In-Store Displays,923635,2030482.59,1.20,Islamabad
SALE_02187,1/20/2023,Cultural Event,Wedding Season,Celebrity Endorsements,468907,1246862.65,1.66,Faisalabad
SALE_02188,1/27/2023,Cultural Event,Wedding Season,Social Media Campaigns,339436,1281652.06,2.78,Peshawar
SALE_02189,2/3/2023,International Event,National Health Day,Educational Campaigns,694623,2631909.66,2.79,Sukkur
SALE_02190,2/10/2023,International Event,National Health Day,Social Media Campaigns,451299,1365657.40,2.03,Multan
SALE_02191,2/17/2023,International Event,National Health Day,Discount offers,187944,646895.86,2.44,Hyderabad
SALE_02192,2/24/2023,International Event,National Health Day,Partnership with Nutritionists,497241,970196.71,0.95,Larkana
SALE_02193,3/3/2023,Islamic Event,Independence Day,Discount offers,695554,1144016.73,0.64,Nawabshah
SALE_02194,3/10/2023,Islamic Event,Independence Day,TV and Radio Campaigns,849412,1843590.86,1.17,Bahawalpur
SALE_02195,3/17/2023,Islamic Event,Independence Day,Retail Partnerships,996710,2172128.50,1.18,Rahim Yar Khan
SALE_02196,3/24/2023,Islamic Event,Eid Ul Adha,Discount offers,302022,503838.70,0.67,Karachi
SALE_02197,3/31/2023,Islamic Event,Eid Ul Adha,Social Media Campaigns,600282,1316231.12,1.19,Lahore
SALE_02198,4/7/2023,Islamic Event,Eid Ul Adha,Charity Promotions,136690,324541.09,1.37,Islamabad
SALE_02199,4/14/2023,Islamic Event,Eid Ul Adha,Celebrity Endorsements,230275,426652.86,0.85,Faisalabad
SALE_02200,4/21/2023,Islamic Event,Kashmir Day,Discount offers,454608,1390996.54,2.06,Peshawar
SALE_02201,4/28/2023,Islamic Event,Kashmir Day,TV and Radio Campaigns,268010,758343.79,1.83,Sukkur
SALE_02202,5/5/2023,Islamic Event,Kashmir Day,Retail Partnerships,447176,1776281.70,2.97,Multan
SALE_02203,5/12/2023,National Event,Ramadan,Advertisements,420908,1397630.37,2.32,Hyderabad
SALE_02204,5/19/2023,National Event,Ramadan,Discount offers,934097,3552449.55,2.80,Larkana
SALE_02205,5/26/2023,National Event,Ramadan,Charity Promotions,301400,903844.79,2.00,Nawabshah
SALE_02206,6/2/2023,National Event,Ramadan,Collaborations with National Events,931702,3345603.71,2.59,Bahawalpur
SALE_02207,6/9/2023,National Event,Ramadan,Social Media Campaigns,798088,1532585.70,0.92,Rahim Yar Khan
SALE_02208,6/16/2023,Islamic Event,Muharram,Charity Promotions,691819,1832423.85,1.65,Karachi
SALE_02209,6/23/2023,Islamic Event,Muharram,Social Media Campaigns,859418,1491924.30,0.74,Lahore
SALE_02210,6/30/2023,Islamic Event,Muharram,Branding with Religious themes,328383,633766.14,0.93,Islamabad
SALE_02211,7/7/2023,National Event,Eid Ul Fitr,Social Media Campaigns,304926,872732.58,1.86,Faisalabad
SALE_02212,7/14/2023,National Event,Eid Ul Fitr,Promotions For Kashmir Relief,381825,602303.38,0.58,Peshawar
SALE_02213,7/21/2023,National Event,Eid Ul Fitr,Special Packaging,273789,550032.98,1.01,Sukkur
SALE_02214,7/28/2023,National Event,Eid Ul Fitr,Collaborations with NGOs,898261,1698533.49,0.89,Multan
SALE_02215,8/4/2023,International Event,Labour Day,Discount offers,533020,1946138.51,2.65,Hyderabad
SALE_02216,8/11/2023,International Event,Labour Day,Social Media Campaigns,349163,1302464.92,2.73,Larkana
SALE_02217,8/18/2023,International Event,Labour Day,Sponsorship of Local Events,753146,1902657.02,1.53,Nawabshah
SALE_02218,8/25/2023,National Event,National Food Day,Recipe Contests,708995,1640644.14,1.31,Bahawalpur
SALE_02219,9/1/2023,National Event,National Food Day,Discount offers,738251,2777635.51,2.76,Rahim Yar Khan
SALE_02220,9/8/2023,National Event,National Food Day,Celebrity Endorsements,648259,1172810.02,0.81,Karachi
SALE_02221,9/15/2023,Cultural Event,Wedding Season,Wedding Packages,604198,910432.20,0.51,Lahore
SALE_02222,9/22/2023,Cultural Event,Wedding Season,In-Store Displays,916175,1505962.26,0.64,Islamabad
SALE_02223,9/29/2023,Cultural Event,Wedding Season,Celebrity Endorsements,182857,478702.28,1.62,Faisalabad
SALE_02224,10/6/2023,Cultural Event,Wedding Season,Social Media Campaigns,518005,1934315.19,2.73,Peshawar
SALE_02225,10/13/2023,International Event,National Health Day,Educational Campaigns,370027,1367124.91,2.69,Sukkur
SALE_02226,10/20/2023,International Event,National Health Day,Social Media Campaigns,621651,2140561.29,2.44,Multan
SALE_02227,10/27/2023,International Event,National Health Day,Discount offers,358689,1342305.31,2.74,Hyderabad
SALE_02228,11/3/2023,International Event,National Health Day,Partnership with Nutritionists,822977,1357159.00,0.65,Larkana
SALE_02229,11/10/2023,Islamic Event,Independence Day,Discount offers,719320,2179468.93,2.03,Nawabshah
SALE_02230,11/17/2023,Islamic Event,Independence Day,TV and Radio Campaigns,635573,1570632.16,1.47,Bahawalpur
SALE_02231,11/24/2023,Islamic Event,Independence Day,Retail Partnerships,120265,283740.18,1.36,Rahim Yar Khan
SALE_02232,12/1/2023,Islamic Event,Eid Ul Adha,Discount offers,576507,1154943.75,1.00,Karachi
SALE_02233,12/8/2023,Islamic Event,Eid Ul Adha,Social Media Campaigns,446852,1019178.37,1.28,Lahore
SALE_02234,12/15/2023,Islamic Event,Eid Ul Adha,Charity Promotions,170444,459435.86,1.70,Islamabad
SALE_02235,12/22/2023,Islamic Event,Eid Ul Adha,Celebrity Endorsements,471931,796018.71,0.69,Faisalabad
SALE_02236,12/29/2023,Islamic Event,Kashmir Day,Discount offers,949751,2941274.75,2.10,Peshawar
SALE_02237,1/5/2024,Islamic Event,Kashmir Day,TV and Radio Campaigns,705867,1125916.20,0.60,Sukkur
SALE_02238,1/12/2024,Islamic Event,Kashmir Day,Retail Partnerships,616763,1504030.22,1.44,Multan
SALE_02239,1/19/2024,National Event,Ramadan,Advertisements,564205,1006443.30,0.78,Hyderabad
SALE_02240,1/26/2024,National Event,Ramadan,Discount offers,931702,1675256.34,0.80,Larkana
SALE_02241,2/2/2024,National Event,Ramadan,Charity Promotions,105714,329356.78,2.12,Nawabshah
SALE_02242,2/9/2024,National Event,Ramadan,Collaborations with National Events,713399,2763231.22,2.87,Bahawalpur
SALE_02243,2/16/2024,National Event,Ramadan,Social Media Campaigns,784156,2212254.50,1.82,Rahim Yar Khan
SALE_02244,2/23/2024,Islamic Event,Muharram,Charity Promotions,480419,1722306.66,2.59,Karachi
SALE_02245,3/1/2024,Islamic Event,Muharram,Social Media Campaigns,122164,411475.34,2.37,Lahore
SALE_02246,3/8/2024,Islamic Event,Muharram,Branding with Religious themes,193758,757673.79,2.91,Islamabad
SALE_02247,3/15/2024,National Event,Eid Ul Fitr,Social Media Campaigns,679955,2226414.05,2.27,Faisalabad
SALE_02248,3/22/2024,National Event,Eid Ul Fitr,Promotions For Kashmir Relief,649685,1105560.57,0.70,Peshawar
SALE_02249,3/29/2024,National Event,Eid Ul Fitr,Special Packaging,922087,2098517.58,1.28,Sukkur
SALE_02250,4/5/2024,National Event,Eid Ul Fitr,Collaborations with NGOs,455134,1686760.81,2.71,Multan
SALE_02251,4/12/2024,International Event,Labour Day,Discount offers,344095,1098400.22,2.19,Hyderabad
SALE_02252,4/19/2024,International Event,Labour Day,Social Media Campaigns,181293,372549.23,1.05,Larkana
SALE_02253,4/26/2024,International Event,Labour Day,Sponsorship of Local Events,371893,1059740.02,1.85,Nawabshah
SALE_02254,5/3/2024,National Event,National Food Day,Recipe Contests,725560,1170136.85,0.61,Bahawalpur
SALE_02255,5/10/2024,National Event,National Food Day,Discount offers,459622,1807462.60,2.93,Rahim Yar Khan
SALE_02256,5/17/2024,National Event,National Food Day,Celebrity Endorsements,981879,3682263.24,2.75,Karachi
SALE_02257,5/24/2024,Cultural Event,Wedding Season,Wedding Packages,205081,537211.07,1.62,Lahore
SALE_02258,5/31/2024,Cultural Event,Wedding Season,In-Store Displays,880019,3193116.75,2.63,Islamabad
SALE_02259,6/7/2024,Cultural Event,Wedding Season,Celebrity Endorsements,448603,1422937.38,2.17,Faisalabad
SALE_02260,6/14/2024,Cultural Event,Wedding Season,Social Media Campaigns,455790,1396537.28,2.06,Peshawar
SALE_02261,6/21/2024,International Event,National Health Day,Educational Campaigns,314755,675189.40,1.15,Sukkur
SALE_02262,6/28/2024,International Event,National Health Day,Social Media Campaigns,164500,428336.32,1.60,Multan
SALE_02263,7/5/2024,International Event,National Health Day,Discount offers,544089,1877549.62,2.45,Hyderabad
SALE_02264,7/12/2024,International Event,National Health Day,Partnership with Nutritionists,369290,700230.52,0.90,Larkana
SALE_02265,7/19/2024,Islamic Event,Independence Day,Discount offers,597490,1812844.60,2.03,Nawabshah
SALE_02266,7/26/2024,Islamic Event,Independence Day,TV and Radio Campaigns,999926,2808023.70,1.81,Bahawalpur
SALE_02267,8/2/2024,Islamic Event,Independence Day,Retail Partnerships,932462,2867748.11,2.08,Rahim Yar Khan
SALE_02268,8/9/2024,Islamic Event,Eid Ul Adha,Discount offers,978947,3548554.95,2.62,Karachi
SALE_02269,8/16/2024,Islamic Event,Eid Ul Adha,Social Media Campaigns,628730,1776818.54,1.83,Lahore
SALE_02270,8/23/2024,Islamic Event,Eid Ul Adha,Charity Promotions,334793,1039809.77,2.11,Islamabad
SALE_02271,8/30/2024,Islamic Event,Eid Ul Adha,Celebrity Endorsements,224283,568237.25,1.53,Faisalabad
SALE_02272,9/6/2024,Islamic Event,Kashmir Day,Discount offers,633025,1584864.94,1.50,Peshawar
SALE_02273,9/13/2024,Islamic Event,Kashmir Day,TV and Radio Campaigns,809249,2860659.58,2.53,Sukkur
SALE_02274,9/20/2024,Islamic Event,Kashmir Day,Retail Partnerships,651251,1760311.26,1.70,Multan
SALE_02275,9/27/2024,National Event,Ramadan,Advertisements,867776,1431714.16,0.65,Hyderabad
SALE_02276,10/4/2024,National Event,Ramadan,Discount offers,343284,746919.37,1.18,Larkana
SALE_02277,10/11/2024,National Event,Ramadan,Charity Promotions,170093,526912.62,2.10,Nawabshah
SALE_02278,10/18/2024,National Event,Ramadan,Collaborations with National Events,583126,2194485.99,2.76,Bahawalpur
SALE_02279,10/25/2024,National Event,Ramadan,Social Media Campaigns,702646,1092338.62,0.55,Rahim Yar Khan
SALE_02280,11/1/2024,Islamic Event,Muharram,Charity Promotions,252500,767135.40,2.04,Karachi
SALE_02281,11/8/2024,Islamic Event,Muharram,Social Media Campaigns,333119,1015435.35,2.05,Lahore
SALE_02282,11/15/2024,Islamic Event,Muharram,Branding with Religious themes,275609,756362.66,1.74,Islamabad
SALE_02283,11/22/2024,National Event,Eid Ul Fitr,Social Media Campaigns,840983,2154801.56,1.56,Faisalabad
SALE_02284,11/29/2024,National Event,Eid Ul Fitr,Promotions For Kashmir Relief,712753,2215040.16,2.11,Peshawar
SALE_02285,12/6/2024,National Event,Eid Ul Fitr,Special Packaging,134128,487071.63,2.63,Sukkur
SALE_02286,12/13/2024,National Event,Eid Ul Fitr,Collaborations with NGOs,784582,2721655.68,2.47,Multan
SALE_02287,12/20/2024,International Event,Labour Day,Discount offers,807963,1674760.85,1.07,Hyderabad
SALE_02288,1/1/2021,International Event,Labour Day,Social Media Campaigns,875801,1519091.83,0.73,Larkana
SALE_02289,1/8/2021,International Event,Labour Day,Sponsorship of Local Events,561791,2178091.08,2.88,Nawabshah
SALE_02290,1/15/2021,National Event,National Food Day,Recipe Contests,605919,2035250.58,2.36,Bahawalpur
SALE_02291,1/22/2021,National Event,National Food Day,Discount offers,550328,1766070.64,2.21,Rahim Yar Khan
SALE_02292,1/29/2021,National Event,National Food Day,Celebrity Endorsements,916567,3085637.65,2.37,Karachi
SALE_02293,2/5/2021,Cultural Event,Wedding Season,Wedding Packages,176486,493290.06,1.80,Lahore
SALE_02294,2/12/2021,Cultural Event,Wedding Season,In-Store Displays,908685,1697306.42,0.87,Islamabad
SALE_02295,2/19/2021,Cultural Event,Wedding Season,Celebrity Endorsements,433180,984964.72,1.27,Faisalabad
SALE_02296,2/26/2021,Cultural Event,Wedding Season,Social Media Campaigns,852753,2643268.85,2.10,Peshawar
SALE_02297,3/5/2021,International Event,National Health Day,Educational Campaigns,573238,1923390.16,2.36,Sukkur
SALE_02298,3/12/2021,International Event,National Health Day,Social Media Campaigns,528416,1070162.13,1.03,Multan
